subject,subject,roi,centrality
sub-pl007,sub-pl007,0,1.0277305698082613
sub-pl007,sub-pl007,1,0.7471105033829359
sub-pl007,sub-pl007,2,0.9331951131729809
sub-pl007,sub-pl007,3,1.3023473852338774
sub-pl007,sub-pl007,4,1.0286801572661874
sub-pl007,sub-pl007,5,1.112043382257405
sub-pl007,sub-pl007,6,1.0211531462794718
sub-pl007,sub-pl007,7,1.1021763297453175
sub-pl007,sub-pl007,8,0.6885630407699095
sub-pl007,sub-pl007,9,0.9463795791475951
sub-pl007,sub-pl007,10,1.0642035646336176
sub-pl007,sub-pl007,11,0.8198259725892977
sub-pl007,sub-pl007,12,1.0329954821909104
sub-pl007,sub-pl007,13,1.1046857881281096
sub-pl007,sub-pl007,14,0.9347177130570272
sub-pl007,sub-pl007,15,0.834686135597935
sub-pl007,sub-pl007,16,0.6337112731132061
sub-pl007,sub-pl007,17,0.6467986652502248
sub-pl007,sub-pl007,18,0.9694375259606164
sub-pl007,sub-pl007,19,1.0542841175223354
sub-pl007,sub-pl007,20,0.9635635959615907
sub-pl007,sub-pl007,21,0.9037005891483809
sub-pl007,sub-pl007,22,0.8551053912240301
sub-pl007,sub-pl007,23,0.7648791781686545
sub-pl007,sub-pl007,24,0.6103387042089823
sub-pl007,sub-pl007,25,0.6877332547800092
sub-pl007,sub-pl007,26,0.9848130357180609
sub-pl007,sub-pl007,27,1.2024039373672397
sub-pl007,sub-pl007,28,0.9429647602259319
sub-pl007,sub-pl007,29,0.6554632208198191
sub-pl007,sub-pl007,30,0.848452908689515
sub-pl007,sub-pl007,31,0.7685445057288968
sub-pl007,sub-pl007,32,1.1193594020076922
sub-pl007,sub-pl007,33,1.0145918307552289
sub-pl007,sub-pl007,34,0.893620040707996
sub-pl007,sub-pl007,35,1.1730992086801275
sub-pl007,sub-pl007,36,0.6213731746598344
sub-pl007,sub-pl007,37,0.668299502544232
sub-pl007,sub-pl007,38,0.8541974026029696
sub-pl007,sub-pl007,39,0.8635288911794162
sub-pl007,sub-pl007,40,1.0901468493159168
sub-pl007,sub-pl007,41,1.1040463514115837
sub-pl007,sub-pl007,42,1.379991010511029
sub-pl007,sub-pl007,43,1.389000386670305
sub-pl007,sub-pl007,44,1.06603836038632
sub-pl007,sub-pl007,45,1.0272378956555934
sub-pl007,sub-pl007,46,1.2476622914708613
sub-pl007,sub-pl007,47,1.1604537875149625
sub-pl007,sub-pl007,48,1.0554018641051175
sub-pl007,sub-pl007,49,1.0095707941860466
sub-pl007,sub-pl007,50,1.17595366529075
sub-pl007,sub-pl007,51,0.9844135006584478
sub-pl007,sub-pl007,52,0.9169798789402875
sub-pl007,sub-pl007,53,0.796765479857721
sub-pl007,sub-pl007,54,0.9131731962178093
sub-pl007,sub-pl007,55,0.6939200693432538
sub-pl007,sub-pl007,56,0.8712985276497976
sub-pl007,sub-pl007,57,0.9997953431233781
sub-pl007,sub-pl007,58,0.9759592222433239
sub-pl007,sub-pl007,59,1.34302959188321
sub-pl007,sub-pl007,60,1.062453851303531
sub-pl007,sub-pl007,61,0.8936064886123074
sub-pl007,sub-pl007,62,0.8440107603163322
sub-pl007,sub-pl007,63,0.7779678537749763
sub-pl007,sub-pl007,64,2.0269223572343362
sub-pl007,sub-pl007,65,1.179125875131139
sub-pl007,sub-pl007,66,1.3874926301349417
sub-pl007,sub-pl007,67,1.275460153996837
sub-pl007,sub-pl007,68,1.176122198139636
sub-pl007,sub-pl007,69,1.2836492525644476
sub-pl007,sub-pl007,70,1.4004660572899668
sub-pl007,sub-pl007,71,1.385758953147736
sub-pl007,sub-pl007,72,1.1712064061419583
sub-pl007,sub-pl007,73,1.5917417844459816
sub-pl007,sub-pl007,74,1.0942123928651957
sub-pl007,sub-pl007,75,2.1333509133432145
sub-pl007,sub-pl007,76,1.4420236446489676
sub-pl007,sub-pl007,77,1.1797765361384733
sub-pl007,sub-pl007,78,1.1377515156010094
sub-pl007,sub-pl007,79,1.034713992735493
sub-pl007,sub-pl007,80,0.9835346375279097
sub-pl007,sub-pl007,81,0.9577064355842438
sub-pl007,sub-pl007,82,0.842435518743503
sub-pl007,sub-pl007,83,0.7441565897146668
sub-pl007,sub-pl007,84,1.1798566395046395
sub-pl007,sub-pl007,85,0.8651760787540262
sub-pl007,sub-pl007,86,0.7350210648193035
sub-pl007,sub-pl007,87,1.2981754349938488
sub-pl007,sub-pl007,88,1.1415137710485648
sub-pl007,sub-pl007,89,1.637646924977004
sub-pl007,sub-pl007,90,1.2815463312520603
sub-pl007,sub-pl007,91,1.1887538937923898
sub-pl007,sub-pl007,92,0.7851733066885586
sub-pl007,sub-pl007,93,1.4126307840811025
sub-pl007,sub-pl007,94,0.6726459659908969
sub-pl007,sub-pl007,95,0.6295504105561022
sub-pl007,sub-pl007,96,1.039253454978937
sub-pl007,sub-pl007,97,1.2321248050278737
sub-pl007,sub-pl007,98,0.780748608786948
sub-pl007,sub-pl007,99,0.6997496885199063
sub-pl007,sub-pl007,100,0.7772693908123229
sub-pl007,sub-pl007,101,0.929542063563413
sub-pl007,sub-pl007,102,0.6789953761676577
sub-pl007,sub-pl007,103,1.1842909307113496
sub-pl007,sub-pl007,104,1.6034944324774283
sub-pl007,sub-pl007,105,1.6502844955520595
sub-pl007,sub-pl007,106,0.8874957988170884
sub-pl007,sub-pl007,107,0.896681680982571
sub-pl007,sub-pl007,108,1.9045379657403032
sub-pl007,sub-pl007,109,1.7908156882419213
sub-pl007,sub-pl007,110,0.8481964587711714
sub-pl007,sub-pl007,111,1.1493498375598536
sub-pl007,sub-pl007,112,0.8348147243370476
sub-pl007,sub-pl007,113,0.879994083946488
sub-pl007,sub-pl007,114,0.8414007362510273
sub-pl007,sub-pl007,115,0.0
sub-pl007,sub-pl007,116,0.0
sub-pl007,sub-pl007,117,0.0
sub-pl007,sub-pl007,118,0.8379571474864914
sub-pl007,sub-pl007,119,1.2686267546203076
sub-pl007,sub-pl007,120,1.6004957574979972
sub-pl007,sub-pl007,121,1.8615235532075538
sub-pl007,sub-pl007,122,1.0000981954525638
sub-pl007,sub-pl007,123,1.5109288174128366
sub-pl007,sub-pl007,124,0.4435365161331036
sub-pl007,sub-pl007,125,0.5173381929444839
sub-pl007,sub-pl007,126,1.1323783021340148
sub-pl007,sub-pl007,127,0.6823189487270931
sub-pl007,sub-pl007,128,1.1496709010918793
sub-pl007,sub-pl007,129,1.8235734605803096
sub-pl007,sub-pl007,130,0.9185068179093812
sub-pl007,sub-pl007,131,0.9941860999416803
sub-pl007,sub-pl007,132,1.5215238605901165
sub-pl007,sub-pl007,133,1.2238869882365089
sub-pl007,sub-pl007,134,0.9430318732998352
sub-pl007,sub-pl007,135,0.6384656392667389
sub-pl007,sub-pl007,136,0.9167026263553362
sub-pl007,sub-pl007,137,0.6250306262265098
sub-pl007,sub-pl007,138,1.1908441620347567
sub-pl007,sub-pl007,139,0.9732636722316069
sub-pl007,sub-pl007,140,0.6009551934112219
sub-pl007,sub-pl007,141,0.5205411916158237
sub-pl007,sub-pl007,142,0.7814186645348921
sub-pl007,sub-pl007,143,0.6469940093816725
sub-pl007,sub-pl007,144,0.7457269563627562
sub-pl007,sub-pl007,145,0.8462768577853736
sub-pl007,sub-pl007,146,1.0658635336020448
sub-pl007,sub-pl007,147,0.8395272176692786
sub-pl007,sub-pl007,148,0.674297163895779
sub-pl007,sub-pl007,149,0.9208167913104415
sub-pl007,sub-pl007,150,0.7118978730628082
sub-pl007,sub-pl007,151,0.7014275908365971
sub-pl007,sub-pl007,152,2.099193343072608
sub-pl007,sub-pl007,153,1.6985646200901294
sub-pl007,sub-pl007,154,1.4606337033702852
sub-pl007,sub-pl007,155,1.3594475787773095
sub-pl007,sub-pl007,156,1.1574225128623674
sub-pl007,sub-pl007,157,1.743277348540147
sub-pl007,sub-pl007,158,2.088437234979696
sub-pl007,sub-pl007,159,1.3885508638196875
sub-pl007,sub-pl007,160,0.9980602693638982
sub-pl007,sub-pl007,161,1.7026426345331647
sub-pl007,sub-pl007,162,1.2157367638889482
sub-pl007,sub-pl007,163,0.7172011510687498
sub-pl007,sub-pl007,164,1.174881613210599
sub-pl007,sub-pl007,165,0.9257769384707145
sub-pl007,sub-pl007,166,0.6136167837997228
sub-pl007,sub-pl007,167,0.6092013549770218
sub-pl007,sub-pl007,168,0.42990220063833523
sub-pl007,sub-pl007,169,0.45706821460829483
sub-pl007,sub-pl007,170,1.133600256799072
sub-pl007,sub-pl007,171,0.880937435607883
sub-pl007,sub-pl007,172,0.8112575410680685
sub-pl007,sub-pl007,173,0.6373621255314142
sub-pl007,sub-pl007,174,1.0082917548038364
sub-pl007,sub-pl007,175,1.2491826191207345
sub-pl007,sub-pl007,176,0.9471559382930609
sub-pl007,sub-pl007,177,0.591608466236022
sub-pl007,sub-pl007,178,0.7371958582256131
sub-pl007,sub-pl007,179,0.8392338594231716
sub-pl007,sub-pl007,180,0.3027008173611116
sub-pl007,sub-pl007,181,0.33978677393435197
sub-pl007,sub-pl007,182,0.6842739639645784
sub-pl007,sub-pl007,183,1.3174597583111998
sub-pl007,sub-pl007,184,0.810627061659655
sub-pl007,sub-pl007,185,1.1219053885898547
sub-pl007,sub-pl007,186,0.9610633693075374
sub-pl007,sub-pl007,187,1.2915353985359035
sub-pl007,sub-pl007,188,3.2864028060576946
sub-pl007,sub-pl007,189,1.8431075017723142
sub-pl007,sub-pl007,190,3.629477482418523
sub-pl007,sub-pl007,191,2.928157424601964
sub-pl007,sub-pl007,192,2.6023465925070552
sub-pl007,sub-pl007,193,2.419658833592031
sub-pl007,sub-pl007,194,2.142686050534354
sub-pl007,sub-pl007,195,1.5160314706302644
sub-pl007,sub-pl007,196,1.3676294021142301
sub-pl007,sub-pl007,197,1.778309782297239
sub-pl007,sub-pl007,198,1.9930331522848
sub-pl007,sub-pl007,199,1.5234767486627243
sub-pl007,sub-pl007,200,1.0700387641418423
sub-pl007,sub-pl007,201,0.887690361346002
sub-pl007,sub-pl007,202,1.9813283249102416
sub-pl007,sub-pl007,203,1.7982000368101667
sub-pl007,sub-pl007,204,2.437376505383047
sub-pl007,sub-pl007,205,2.5201388985185056
sub-pl007,sub-pl007,206,1.844817250481913
sub-pl007,sub-pl007,207,1.459134173840647
sub-pl007,sub-pl007,208,0.9173079419873951
sub-pl007,sub-pl007,209,1.0872264421886586
sub-pl007,sub-pl007,210,0.4215576031319679
sub-pl007,sub-pl007,211,0.8778250341232773
sub-pl007,sub-pl007,212,0.4552145982360099
sub-pl007,sub-pl007,213,1.068392853452189
sub-pl007,sub-pl007,214,0.42189439143546137
sub-pl007,sub-pl007,215,0.5137844657331034
sub-pl007,sub-pl007,216,1.0122265300156448
sub-pl007,sub-pl007,217,2.101564253506695
sub-pl007,sub-pl007,218,0.5095096969125288
sub-pl007,sub-pl007,219,0.7487319364143895
sub-pl007,sub-pl007,220,0.5297710755626571
sub-pl007,sub-pl007,221,3.158359722854086
sub-pl007,sub-pl007,222,0.6189593712311923
sub-pl007,sub-pl007,223,2.854854834190755
sub-pl007,sub-pl007,224,1.9660306360818176
sub-pl010,sub-pl010,0,0.915869800953335
sub-pl010,sub-pl010,1,0.6600987402947945
sub-pl010,sub-pl010,2,0.834785409002391
sub-pl010,sub-pl010,3,1.231586680406809
sub-pl010,sub-pl010,4,1.0285656855815475
sub-pl010,sub-pl010,5,1.041409023655103
sub-pl010,sub-pl010,6,0.8825886062589179
sub-pl010,sub-pl010,7,1.225644813753888
sub-pl010,sub-pl010,8,0.6626685155985506
sub-pl010,sub-pl010,9,0.7291896611989533
sub-pl010,sub-pl010,10,1.0114540604229354
sub-pl010,sub-pl010,11,0.7017552537356774
sub-pl010,sub-pl010,12,0.9109991626921177
sub-pl010,sub-pl010,13,0.9174197418969082
sub-pl010,sub-pl010,14,0.8798686606451825
sub-pl010,sub-pl010,15,0.8157284729901921
sub-pl010,sub-pl010,16,0.5384758233048884
sub-pl010,sub-pl010,17,0.6357518286638968
sub-pl010,sub-pl010,18,1.1476010909460177
sub-pl010,sub-pl010,19,1.1595076385861096
sub-pl010,sub-pl010,20,0.9841334273966732
sub-pl010,sub-pl010,21,0.8198125052405869
sub-pl010,sub-pl010,22,0.6660924323184452
sub-pl010,sub-pl010,23,0.8497958466209617
sub-pl010,sub-pl010,24,0.70967527359156
sub-pl010,sub-pl010,25,0.6215800042387147
sub-pl010,sub-pl010,26,1.0316711405635284
sub-pl010,sub-pl010,27,0.9762512596921262
sub-pl010,sub-pl010,28,1.0897477000883677
sub-pl010,sub-pl010,29,0.6235546400274915
sub-pl010,sub-pl010,30,1.072858769468545
sub-pl010,sub-pl010,31,0.7172854290289314
sub-pl010,sub-pl010,32,0.8810621926892862
sub-pl010,sub-pl010,33,0.8033749129450578
sub-pl010,sub-pl010,34,1.244494243245629
sub-pl010,sub-pl010,35,1.1349912555065582
sub-pl010,sub-pl010,36,0.5460917327540075
sub-pl010,sub-pl010,37,0.7141178425234485
sub-pl010,sub-pl010,38,0.8486602801096149
sub-pl010,sub-pl010,39,0.8338855226418136
sub-pl010,sub-pl010,40,0.9043688004771105
sub-pl010,sub-pl010,41,1.07536762941641
sub-pl010,sub-pl010,42,1.0506903658454125
sub-pl010,sub-pl010,43,1.6513704457079315
sub-pl010,sub-pl010,44,0.9157030239280625
sub-pl010,sub-pl010,45,0.9133126234634994
sub-pl010,sub-pl010,46,1.2737334174885935
sub-pl010,sub-pl010,47,1.2575373107828924
sub-pl010,sub-pl010,48,0.9003411406428723
sub-pl010,sub-pl010,49,0.9048924869761956
sub-pl010,sub-pl010,50,0.9370535046721801
sub-pl010,sub-pl010,51,0.8604244493240917
sub-pl010,sub-pl010,52,0.8704826610590667
sub-pl010,sub-pl010,53,0.7027087361669327
sub-pl010,sub-pl010,54,1.0835076224219744
sub-pl010,sub-pl010,55,0.6199442776029571
sub-pl010,sub-pl010,56,1.1272531496168354
sub-pl010,sub-pl010,57,1.1676138472706794
sub-pl010,sub-pl010,58,1.1112351699017227
sub-pl010,sub-pl010,59,1.4000884170758614
