subject,subject,roi,centrality
sub-pl007,sub-pl007,0,24.0
sub-pl007,sub-pl007,1,31.0
sub-pl007,sub-pl007,2,31.0
sub-pl007,sub-pl007,3,19.0
sub-pl007,sub-pl007,4,31.0
sub-pl007,sub-pl007,5,29.0
sub-pl007,sub-pl007,6,25.0
sub-pl007,sub-pl007,7,24.0
sub-pl007,sub-pl007,8,33.0
sub-pl007,sub-pl007,9,31.0
sub-pl007,sub-pl007,10,27.0
sub-pl007,sub-pl007,11,29.0
sub-pl007,sub-pl007,12,27.0
sub-pl007,sub-pl007,13,23.0
sub-pl007,sub-pl007,14,28.0
sub-pl007,sub-pl007,15,28.0
sub-pl007,sub-pl007,16,28.0
sub-pl007,sub-pl007,17,22.0
sub-pl007,sub-pl007,18,24.0
sub-pl007,sub-pl007,19,26.0
sub-pl007,sub-pl007,20,33.0
sub-pl007,sub-pl007,21,29.0
sub-pl007,sub-pl007,22,30.0
sub-pl007,sub-pl007,23,26.0
sub-pl007,sub-pl007,24,31.0
sub-pl007,sub-pl007,25,27.0
sub-pl007,sub-pl007,26,23.0
sub-pl007,sub-pl007,27,24.0
sub-pl007,sub-pl007,28,14.0
sub-pl007,sub-pl007,29,15.0
sub-pl007,sub-pl007,30,18.0
sub-pl007,sub-pl007,31,13.0
sub-pl007,sub-pl007,32,18.0
sub-pl007,sub-pl007,33,18.0
sub-pl007,sub-pl007,34,17.0
sub-pl007,sub-pl007,35,16.0
sub-pl007,sub-pl007,36,28.0
sub-pl007,sub-pl007,37,30.0
sub-pl007,sub-pl007,38,15.0
sub-pl007,sub-pl007,39,12.0
sub-pl007,sub-pl007,40,18.0
sub-pl007,sub-pl007,41,16.0
sub-pl007,sub-pl007,42,18.0
sub-pl007,sub-pl007,43,18.0
sub-pl007,sub-pl007,44,24.0
sub-pl007,sub-pl007,45,23.0
sub-pl007,sub-pl007,46,17.0
sub-pl007,sub-pl007,47,20.0
sub-pl007,sub-pl007,48,25.0
sub-pl007,sub-pl007,49,16.0
sub-pl007,sub-pl007,50,19.0
sub-pl007,sub-pl007,51,19.0
sub-pl007,sub-pl007,52,27.0
sub-pl007,sub-pl007,53,22.0
sub-pl007,sub-pl007,54,24.0
sub-pl007,sub-pl007,55,33.0
sub-pl007,sub-pl007,56,23.0
sub-pl007,sub-pl007,57,25.0
sub-pl007,sub-pl007,58,21.0
sub-pl007,sub-pl007,59,22.0
sub-pl007,sub-pl007,60,19.0
sub-pl007,sub-pl007,61,20.0
sub-pl007,sub-pl007,62,25.0
sub-pl007,sub-pl007,63,23.0
sub-pl007,sub-pl007,64,11.0
sub-pl007,sub-pl007,65,17.0
sub-pl007,sub-pl007,66,15.0
sub-pl007,sub-pl007,67,18.0
sub-pl007,sub-pl007,68,12.0
sub-pl007,sub-pl007,69,11.0
sub-pl007,sub-pl007,70,13.0
sub-pl007,sub-pl007,71,11.0
sub-pl007,sub-pl007,72,15.0
sub-pl007,sub-pl007,73,12.0
sub-pl007,sub-pl007,74,13.0
sub-pl007,sub-pl007,75,13.0
sub-pl007,sub-pl007,76,11.0
sub-pl007,sub-pl007,77,15.0
sub-pl007,sub-pl007,78,15.0
sub-pl007,sub-pl007,79,9.0
sub-pl007,sub-pl007,80,13.0
sub-pl007,sub-pl007,81,16.0
sub-pl007,sub-pl007,82,16.0
sub-pl007,sub-pl007,83,19.0
sub-pl007,sub-pl007,84,14.0
sub-pl007,sub-pl007,85,14.0
sub-pl007,sub-pl007,86,20.0
sub-pl007,sub-pl007,87,20.0
sub-pl007,sub-pl007,88,5.0
sub-pl007,sub-pl007,89,5.0
sub-pl007,sub-pl007,90,7.0
sub-pl007,sub-pl007,91,4.0
sub-pl007,sub-pl007,92,16.0
sub-pl007,sub-pl007,93,11.0
sub-pl007,sub-pl007,94,12.0
sub-pl007,sub-pl007,95,15.0
sub-pl007,sub-pl007,96,13.0
sub-pl007,sub-pl007,97,7.0
sub-pl007,sub-pl007,98,13.0
