subject,subject,roi,centrality
sub-pl007,sub-pl007,0,118.0
sub-pl007,sub-pl007,1,148.0
sub-pl007,sub-pl007,2,0.0
sub-pl007,sub-pl007,3,0.0
sub-pl007,sub-pl007,4,1044.0
sub-pl007,sub-pl007,5,12.0
sub-pl007,sub-pl007,6,2014.0
sub-pl007,sub-pl007,7,142.0
sub-pl007,sub-pl007,8,1676.0
sub-pl007,sub-pl007,9,1722.0
sub-pl007,sub-pl007,10,1840.0
sub-pl007,sub-pl007,11,6044.0
sub-pl007,sub-pl007,12,24.0
sub-pl007,sub-pl007,13,148.0
sub-pl007,sub-pl007,14,22.0
sub-pl007,sub-pl007,15,2328.0
sub-pl007,sub-pl007,16,228.0
sub-pl007,sub-pl007,17,658.0
sub-pl007,sub-pl007,18,462.0
sub-pl007,sub-pl007,19,0.0
sub-pl007,sub-pl007,20,6816.0
sub-pl007,sub-pl007,21,3102.0
sub-pl007,sub-pl007,22,48.0
sub-pl007,sub-pl007,23,168.0
sub-pl007,sub-pl007,24,586.0
sub-pl007,sub-pl007,25,434.0
sub-pl007,sub-pl007,26,396.0
sub-pl007,sub-pl007,27,2.0
sub-pl007,sub-pl007,28,56.0
sub-pl007,sub-pl007,29,1360.0
sub-pl007,sub-pl007,30,328.0
sub-pl007,sub-pl007,31,812.0
sub-pl007,sub-pl007,32,1846.0
sub-pl007,sub-pl007,33,1138.0
sub-pl007,sub-pl007,34,164.0
sub-pl007,sub-pl007,35,0.0
sub-pl007,sub-pl007,36,1056.0
sub-pl007,sub-pl007,37,588.0
sub-pl007,sub-pl007,38,0.0
sub-pl007,sub-pl007,39,2.0
sub-pl007,sub-pl007,40,492.0
sub-pl007,sub-pl007,41,6.0
sub-pl007,sub-pl007,42,1752.0
sub-pl007,sub-pl007,43,472.0
sub-pl007,sub-pl007,44,2590.0
sub-pl007,sub-pl007,45,656.0
sub-pl007,sub-pl007,46,216.0
sub-pl007,sub-pl007,47,980.0
sub-pl007,sub-pl007,48,2858.0
sub-pl007,sub-pl007,49,42.0
sub-pl007,sub-pl007,50,924.0
sub-pl007,sub-pl007,51,150.0
sub-pl007,sub-pl007,52,4.0
