subject,roi,centrality
sub-pl007,0,0.06646308566946436
sub-pl007,1,0.08821611220335956
sub-pl007,2,0.07489694342715328
sub-pl007,3,0.04562285706404703
sub-pl007,4,0.08322168774248212
sub-pl007,5,0.07972461690602702
sub-pl007,6,0.062186094470305944
sub-pl007,7,0.06177303174207533
sub-pl007,8,0.10227641780620676
sub-pl007,9,0.0795789803648546
sub-pl007,10,0.03288543573240507
sub-pl007,11,0.04954132658689201
sub-pl007,12,0.051072128008572845
sub-pl007,13,0.041645671711284395
sub-pl007,14,0.0788137552217791
sub-pl007,15,0.050818105339485005
sub-pl007,16,0.02746075531427339
sub-pl007,17,0.013386605676215694
sub-pl007,18,0.04308178746422888
sub-pl007,19,0.04572043051530247
sub-pl007,20,0.05353338691118019
sub-pl007,21,0.03588999298317451
sub-pl007,22,0.06389649415791501
sub-pl007,23,0.03396141933563512
sub-pl007,24,0.03878056447144823
sub-pl007,25,0.03252872648316696
sub-pl007,26,0.03624060672105728
sub-pl007,27,0.04990441808344365
sub-pl007,28,0.007291069684368005
sub-pl007,29,0.004679918132822799
sub-pl007,30,0.008927973336555168
sub-pl007,31,0.003946339322589481
sub-pl007,32,0.013388344409548359
sub-pl007,33,0.011118853800034356
sub-pl007,34,0.01250128603874125
sub-pl007,35,0.019278716114844843
sub-pl007,36,0.024222407982655646
sub-pl007,37,0.02322972928555243
sub-pl007,38,0.013617007268241516
sub-pl007,39,0.008620280266098554
sub-pl007,40,0.01628040383112787
sub-pl007,41,0.021615952245960725
sub-pl007,42,0.03250820159579254
sub-pl007,43,0.015054312811942784
sub-pl007,44,0.051643102888019134
sub-pl007,45,0.04349472871864182
sub-pl007,46,0.043545437232835264
sub-pl007,47,0.03035050156505886
sub-pl007,48,0.13927678184190187
sub-pl007,49,0.0532427852268549
sub-pl007,50,0.03157367747711139
sub-pl007,51,0.019361890150008134
sub-pl007,52,0.06057448679036516
sub-pl007,53,0.018194074134331224
sub-pl007,54,0.04386739924862418
sub-pl007,55,0.06296503672059219
sub-pl007,56,0.05139990579124649
sub-pl007,57,0.04072434983136946
sub-pl007,58,0.10441222918488056
sub-pl007,59,0.101156589769705
sub-pl007,60,0.022265738664458305
sub-pl007,61,0.015454758702185104
sub-pl007,62,0.027993686161386543
sub-pl007,63,0.018467696625846748
sub-pl007,64,0.022873590176673057
sub-pl007,65,0.030176537838141147
sub-pl007,66,0.039270191895875405
sub-pl007,67,0.059437873240455054
sub-pl007,68,0.01300080165147877
sub-pl007,69,0.006743790323583323
sub-pl007,70,0.0086677741865713
sub-pl007,71,0.005943754248811115
sub-pl007,72,0.012232767818407176
sub-pl007,73,0.021387402748297597
sub-pl007,74,0.0049996306519998176
sub-pl007,75,0.011450821773952083
sub-pl007,76,0.0037110890995417337
sub-pl007,77,0.012482217344779428
sub-pl007,78,0.014048864507554533
sub-pl007,79,0.0015816826491740351
sub-pl007,80,0.005677140075362451
sub-pl007,81,0.01224155021081457
sub-pl007,82,0.012178305746889008
sub-pl007,83,0.011273090381826676
sub-pl007,84,0.003439202084394048
sub-pl007,85,0.0037615195969617765
sub-pl007,86,0.01166721951078742
sub-pl007,87,0.028551961893578337
sub-pl007,88,0.0003114404669471276
sub-pl007,89,0.0003635341374230182
sub-pl007,90,0.0007241149173908935
sub-pl007,91,9.949786175633056e-05
sub-pl007,92,0.005409856108508959
sub-pl007,93,0.004260218966535002
sub-pl007,94,0.010569472776230703
sub-pl007,95,0.002784702231605468
sub-pl007,96,0.001877948671765201
sub-pl007,97,0.0005639227334155487
sub-pl007,98,0.001270001097132009
sub-pl007,99,0.0016065659880534274
sub-pl007,100,0.0028633712178619216
sub-pl007,101,0.0013584726074180459
sub-pl007,102,0.009880793387093835
sub-pl007,103,0.00670957493723355
sub-pl007,104,0.0069816443711859764
sub-pl007,105,0.0030021043399143348
sub-pl007,106,0.0029863635803729516
sub-pl007,107,0.0018826328730780092
sub-pl007,108,0.00057567645876604
sub-pl007,109,0.0006032610931287348
sub-pl007,110,0.0006362948067893404
sub-pl007,111,0.0003774619201292607
sub-pl007,112,0.0010388938031830534
sub-pl007,113,0.000504853184334289
sub-pl007,114,0.00048613102526383594
sub-pl007,115,0.0
sub-pl007,116,0.0
sub-pl007,117,0.0
sub-pl007,118,0.0007915828988404583
sub-pl007,119,0.0005846567403038446
sub-pl007,120,0.0024693081876081095
sub-pl007,121,0.004702150963060489
sub-pl007,122,0.002558838284612996
sub-pl007,123,0.0017735567516861265
sub-pl007,124,0.005100216435459864
sub-pl007,125,0.014717225369665372
sub-pl007,126,0.008234105848005033
sub-pl007,127,0.003501979654508148
sub-pl007,128,0.013477588901781601
sub-pl007,129,0.0057348445494613065
sub-pl007,130,0.03339983286594644
sub-pl007,131,0.017039328251031678
sub-pl007,132,0.004390004059127305
sub-pl007,133,0.00223664410605806
sub-pl007,134,0.015368420083572166
sub-pl007,135,0.009485750898315585
sub-pl007,136,0.016448888304543913
sub-pl007,137,0.006007147353731673
sub-pl007,138,0.022012639348017303
sub-pl007,139,0.011575374714443068
sub-pl007,140,0.02056200723711084
sub-pl007,141,0.008844933850848032
sub-pl007,142,0.019775320799148573
sub-pl007,143,0.007009490701929262
sub-pl007,144,0.027543840638609762
sub-pl007,145,0.02096471355883571
sub-pl007,146,0.0036642882594667696
sub-pl007,147,0.0055508602515287045
sub-pl007,148,0.008343878663183174
sub-pl007,149,0.0190676922896408
sub-pl007,150,0.010771582253990582
sub-pl007,151,0.011506608952791623
sub-pl007,152,0.00706023466687683
sub-pl007,153,0.010457582625955817
sub-pl007,154,0.04845097734399575
sub-pl007,155,0.032535186193352356
sub-pl007,156,0.020917216529981013
sub-pl007,157,0.020354900249426364
sub-pl007,158,0.025272775282798116
sub-pl007,159,0.013410373134863108
sub-pl007,160,0.06626791274598262
sub-pl007,161,0.05542036017953201
sub-pl007,162,0.06722618381414827
sub-pl007,163,0.028775932282989823
sub-pl007,164,0.018598469854234353
sub-pl007,165,0.01878355880959286
sub-pl007,166,0.010726097684151236
sub-pl007,167,0.008243293334276999
sub-pl007,168,0.05493493302279697
sub-pl007,169,0.04447320663023712
sub-pl007,170,0.036408728347382256
sub-pl007,171,0.04761888442139873
sub-pl007,172,0.05269413224063289
sub-pl007,173,0.03312043290302318
sub-pl007,174,0.007181265505746557
sub-pl007,175,0.009082961563284895
sub-pl007,176,0.05790055047383251
sub-pl007,177,0.09133484436610215
sub-pl007,178,0.020957465039373922
sub-pl007,179,0.01363557502412166
sub-pl007,180,0.010231891514789112
sub-pl007,181,0.02045750884247614
sub-pl007,182,0.011825642613031456
sub-pl007,183,0.012249744582788434
sub-pl007,184,0.028936152414145724
sub-pl007,185,0.024873452542342984
sub-pl007,186,0.025731936756951894
sub-pl007,187,0.004560494936143839
sub-pl007,188,0.007152085284857029
sub-pl007,189,0.005964267977333117
sub-pl007,190,0.007542155084290294
sub-pl007,191,0.004507854967787615
sub-pl007,192,0.009064653398625172
sub-pl007,193,0.0030501458365043677
sub-pl007,194,0.00615786771958883
sub-pl007,195,0.007373708201636944
sub-pl007,196,0.007752191346325618
sub-pl007,197,0.005317786556619618
sub-pl007,198,0.012640359193991585
sub-pl007,199,0.007101248501876985
sub-pl007,200,0.012924933881826684
sub-pl007,201,0.004952204881221901
sub-pl007,202,0.02346616292736082
sub-pl007,203,0.007221725017398877
sub-pl007,204,0.015064650560004068
sub-pl007,205,0.0039675408279286695
sub-pl007,206,0.012576276429296417
sub-pl007,207,0.012267160767510306
sub-pl007,208,0.02250148966407468
sub-pl007,209,0.0116563149426019
sub-pl007,210,0.3329648146579068
sub-pl007,211,0.3847441430566842
sub-pl007,212,0.3458789211586384
sub-pl007,213,0.06362331824160274
sub-pl007,214,0.3812646303224529
sub-pl007,215,0.02747773347508809
sub-pl007,216,0.037468717495396126
sub-pl007,217,0.04353760513860057
sub-pl007,218,0.28170879879704713
sub-pl007,219,0.315235445522195
sub-pl007,220,0.22984790962245616
sub-pl007,221,0.04240194244185068
sub-pl007,222,0.010309463085117982
sub-pl007,223,0.03371066603271959
sub-pl007,224,0.02292283321144207
sub-pl010,0,0.04661519781283614
sub-pl010,1,0.07445054780209605
sub-pl010,2,0.04955086276212098
sub-pl010,3,0.03929052523805111
sub-pl010,4,0.06123221646746374
sub-pl010,5,0.07236452373478947
sub-pl010,6,0.057538563352283426
sub-pl010,7,0.08456075835611752
sub-pl010,8,0.06469836064062934
sub-pl010,9,0.05963302838732171
sub-pl010,10,0.03627651051857432
sub-pl010,11,0.037148002395060074
sub-pl010,12,0.03692717586842768
sub-pl010,13,0.03907389707251147
sub-pl010,14,0.05692980598286902
sub-pl010,15,0.046975103680602266
sub-pl010,16,0.020979707420212598
sub-pl010,17,0.02255573768175271
sub-pl010,18,0.060901457260246664
sub-pl010,19,0.05435821267581378
sub-pl010,20,0.054471135319991364
sub-pl010,21,0.054605382282330674
sub-pl010,22,0.030219558608401934
sub-pl010,23,0.04120431936941219
sub-pl010,24,0.03449206149927079
sub-pl010,25,0.031237643016688976
sub-pl010,26,0.049758656698828695
sub-pl010,27,0.052758633185822384
sub-pl010,28,0.00701355281813132
sub-pl010,29,0.005757367070774018
sub-pl010,30,0.011394937874417832
sub-pl010,31,0.004433268993449967
sub-pl010,32,0.006760047163497572
sub-pl010,33,0.012199745412447423
sub-pl010,34,0.01957555021602545
sub-pl010,35,0.02112790947764103
sub-pl010,36,0.022320923607177114
sub-pl010,37,0.03127302036272588
sub-pl010,38,0.016520818029049127
sub-pl010,39,0.014106799638081917
sub-pl010,40,0.016087302114159246
sub-pl010,41,0.01849197802936517
sub-pl010,42,0.01762206591807601
sub-pl010,43,0.02715896756710508
sub-pl010,44,0.04695578029889988
sub-pl010,45,0.05512054284145279
sub-pl010,46,0.03357799503345132
sub-pl010,47,0.02092804865750201
sub-pl010,48,0.06591573128654739
sub-pl010,49,0.034278216383641494
sub-pl010,50,0.02107040746437567
sub-pl010,51,0.023569424592058456
sub-pl010,52,0.03888710231488317
sub-pl010,53,0.026983999018617758
sub-pl010,54,0.058855784524519464
sub-pl010,55,0.07536456983571353
sub-pl010,56,0.08010729425278094
sub-pl010,57,0.07599253782259617
sub-pl010,58,0.05870644256880067
sub-pl010,59,0.0934149587366468
sub-pl010,60,0.014316858441992817
sub-pl010,61,0.027281680272547994
sub-pl010,62,0.03387140551816771
sub-pl010,63,0.026151119267661005
sub-pl010,64,0.023428957612958743
sub-pl010,65,0.021921276528670028
sub-pl010,66,0.024744107988707343
sub-pl010,67,0.05303350788847669
sub-pl010,68,0.006211490626900531
sub-pl010,69,0.005837560557224438
sub-pl010,70,0.008098324167168346
sub-pl010,71,0.002888112335168764
sub-pl010,72,0.023749916580708744
sub-pl010,73,0.022741410649261173
sub-pl010,74,0.008753632062998716
sub-pl010,75,0.007137513590179971
sub-pl010,76,0.0039625257325008
sub-pl010,77,0.014777314390142446
sub-pl010,78,0.010497832773713394
sub-pl010,79,0.001117727815296524
sub-pl010,80,0.005110374716313889
sub-pl010,81,0.01048586741863693
sub-pl010,82,0.011885633344685086
sub-pl010,83,0.020588965322850778
sub-pl010,84,0.003227970758897417
sub-pl010,85,0.00390142288872346
sub-pl010,86,0.017680183085914344
sub-pl010,87,0.021154410781206272
sub-pl010,88,0.00039199359174504184
sub-pl010,89,0.00047995177780226796
sub-pl010,90,0.0003110974860120301
sub-pl010,91,0.0005857500515988499
sub-pl010,92,0.005052714848587333
sub-pl010,93,0.011256556518674903
sub-pl010,94,0.0033243193604435995
sub-pl010,95,0.0060479548346803755
sub-pl010,96,0.0012730621177895704
sub-pl010,97,0.0011937589166937275
sub-pl010,98,0.0008418537231220884
sub-pl010,99,0.0008701432142020277
sub-pl010,100,0.0013834938116041016
sub-pl010,101,0.0014871015885273883
sub-pl010,102,0.016543576526130397
sub-pl010,103,0.0071360119461859935
sub-pl010,104,0.004395137424075822
sub-pl010,105,0.0031808296771382812
sub-pl010,106,0.0025094348066637268
sub-pl010,107,0.00262879092250938
sub-pl010,108,0.00020626132942855983
sub-pl010,109,0.00036755444965742704
sub-pl010,110,0.0002915011831098855
sub-pl010,111,0.0002629866008878185
sub-pl010,112,0.00012575305937472303
sub-pl010,113,0.0006486287138997882
sub-pl010,114,0.00036233700950139474
sub-pl010,115,0.0
sub-pl010,116,0.0
sub-pl010,117,0.0
sub-pl010,118,0.0007049532533460101
sub-pl010,119,0.000366325632923203
sub-pl010,120,0.0023781822684689076
sub-pl010,121,0.0030746914136781447
sub-pl010,122,0.0026772860477933297
sub-pl010,123,0.002757551004264618
sub-pl010,124,0.004350005009268377
sub-pl010,125,0.007432383180374556
sub-pl010,126,0.003252147884006328
sub-pl010,127,0.004081738958492997
sub-pl010,128,0.009277634622721125
sub-pl010,129,0.004618932307750349
sub-pl010,130,0.01914624051906635
sub-pl010,131,0.011352627621733684
sub-pl010,132,0.0017879907053218074
sub-pl010,133,0.0029789960414513127
sub-pl010,134,0.00850174473118353
sub-pl010,135,0.02138305654356031
sub-pl010,136,0.011584688505019066
sub-pl010,137,0.008576570454602646
sub-pl010,138,0.015682922134207963
sub-pl010,139,0.01024007500967723
sub-pl010,140,0.019451583905299597
sub-pl010,141,0.00707482615206419
sub-pl010,142,0.013710236518431382
sub-pl010,143,0.0054302094419374555
sub-pl010,144,0.020519226315512843
sub-pl010,145,0.018244546845591084
sub-pl010,146,0.0016223546738164628
sub-pl010,147,0.0018237487161560215
sub-pl010,148,0.007269865217484018
sub-pl010,149,0.009148916285837506
sub-pl010,150,0.012815995456540503
sub-pl010,151,0.01264264565599158
sub-pl010,152,0.003796370319305533
sub-pl010,153,0.006355365043571967
sub-pl010,154,0.035082400201891795
sub-pl010,155,0.04538923826890494
sub-pl010,156,0.013997530085728665
sub-pl010,157,0.022250926626636146
sub-pl010,158,0.023286992394974407
sub-pl010,159,0.018989182818293444
sub-pl010,160,0.0521355451435744
sub-pl010,161,0.05102517943636022
sub-pl010,162,0.06870216038472458
sub-pl010,163,0.028192257432197977
sub-pl010,164,0.010259461578357547
sub-pl010,165,0.014275378760042614
sub-pl010,166,0.006637124390886362
sub-pl010,167,0.011951226232533096
sub-pl010,168,0.06790610597136303
sub-pl010,169,0.06273339974352656
sub-pl010,170,0.06563111469103947
sub-pl010,171,0.06956248347834314
sub-pl010,172,0.05774876124505832
sub-pl010,173,0.04852986587516821
sub-pl010,174,0.004268549266448029
sub-pl010,175,0.005740962314745883
sub-pl010,176,0.04789152340445794
sub-pl010,177,0.061833303891501434
sub-pl010,178,0.012616308636366048
sub-pl010,179,0.0014196853437109982
sub-pl010,180,0.008003465211197044
sub-pl010,181,0.009889180079314127
sub-pl010,182,0.0086648872119199
sub-pl010,183,0.007170467861333045
sub-pl010,184,0.010926843778445501
sub-pl010,185,0.019366193918429784
sub-pl010,186,0.0178726721040296
sub-pl010,187,0.004602463427193423
sub-pl010,188,0.0035075413875390996
sub-pl010,189,0.004911233085564721
sub-pl010,190,0.004298627627286472
sub-pl010,191,0.004144544172568396
sub-pl010,192,0.00484414946500732
sub-pl010,193,0.002772767946665435
sub-pl010,194,0.0027480440948891285
sub-pl010,195,0.003394248604661564
sub-pl010,196,0.007029938043799386
sub-pl010,197,0.006053093058099206
sub-pl010,198,0.011702575169240493
sub-pl010,199,0.014553430540297129
sub-pl010,200,0.011865693539981499
sub-pl010,201,0.012194534070204661
sub-pl010,202,0.009597904945619221
sub-pl010,203,0.00993790016218452
sub-pl010,204,0.00942916478373948
sub-pl010,205,0.004216480094990313
sub-pl010,206,0.006242176292563187
sub-pl010,207,0.010477451925580049
sub-pl010,208,0.010799385281951054
sub-pl010,209,0.015834766905097438
sub-pl010,210,0.33636218881686797
sub-pl010,211,0.3190477676422259
sub-pl010,212,0.25538155017806424
sub-pl010,213,0.04611663964439252
sub-pl010,214,0.48526664173386014
sub-pl010,215,0.01940795838274924
sub-pl010,216,0.03495993674432397
sub-pl010,217,0.007287445724138839
sub-pl010,218,0.3343608653881647
sub-pl010,219,0.31296196318676395
sub-pl010,220,0.27234447097005926
sub-pl010,221,0.0679932901282621
sub-pl010,222,0.029295148892388184
sub-pl010,223,0.015653950883630828
sub-pl010,224,0.0033767302268581617
sub-pl012,0,0.081863705606195
sub-pl012,1,0.10140541935621247
sub-pl012,2,0.028985562597602602
sub-pl012,3,0.02174823381273673
sub-pl012,4,0.027342174280839043
sub-pl012,5,0.040741175464521134
sub-pl012,6,0.059018080424233434
sub-pl012,7,0.05833815501395842
sub-pl012,8,0.09973238357495114
sub-pl012,9,0.11650096108837296
sub-pl012,10,0.03617918363933835
sub-pl012,11,0.0624246077981644
sub-pl012,12,0.026634083959609586
sub-pl012,13,0.03804173246548565
sub-pl012,14,0.019775071522182254
sub-pl012,15,0.02879755147960172
sub-pl012,16,0.00940427517442507
sub-pl012,17,0.008146047119354134
sub-pl012,18,0.01507936491964283
sub-pl012,19,0.028322336327012174
sub-pl012,20,0.01853748392797983
sub-pl012,21,0.017055486235220445
sub-pl012,22,0.014924232179514703
sub-pl012,23,0.01095315036988219
sub-pl012,24,0.01774344543785512
sub-pl012,25,0.026415353560123134
sub-pl012,26,0.018975130256414348
sub-pl012,27,0.033307796642635355
sub-pl012,28,0.0033378262400403954
sub-pl012,29,0.003517343896700538
sub-pl012,30,0.002976852204130499
sub-pl012,31,0.0014569901724056562
sub-pl012,32,0.0028293015983486976
sub-pl012,33,0.0057384363557801705
sub-pl012,34,0.005427410059565524
sub-pl012,35,0.006768494685066002
sub-pl012,36,0.008686001023426756
sub-pl012,37,0.011541260726187523
sub-pl012,38,0.005128384664801396
sub-pl012,39,0.0038806755698102494
sub-pl012,40,0.01322374180394625
sub-pl012,41,0.01827779569847828
sub-pl012,42,0.008574046049037132
sub-pl012,43,0.015017305510140593
sub-pl012,44,0.026468997937443655
sub-pl012,45,0.04896707674718649
sub-pl012,46,0.02789182847350266
sub-pl012,47,0.02687148695208118
sub-pl012,48,0.06184836537521964
sub-pl012,49,0.03168646849641595
sub-pl012,50,0.0164408298233399
sub-pl012,51,0.018532629215892115
sub-pl012,52,0.022668386735084062
sub-pl012,53,0.013140867773068195
sub-pl012,54,0.038243255449582965
sub-pl012,55,0.03978921998209851
sub-pl012,56,0.03844567247697266
sub-pl012,57,0.03447187131222099
sub-pl012,58,0.0835383035033071
sub-pl012,59,0.14497529851032104
sub-pl012,60,0.009299309090835439
sub-pl012,61,0.005889936884155109
sub-pl012,62,0.014332568902342548
sub-pl012,63,0.00900179698213802
sub-pl012,64,0.043905858601011226
sub-pl012,65,0.08309718291207925
sub-pl012,66,0.0529581802943295
sub-pl012,67,0.13473570918514263
sub-pl012,68,0.00796798221848254
sub-pl012,69,0.015115361676058559
sub-pl012,70,0.005653261171980811
sub-pl012,71,0.0022720670106774208
sub-pl012,72,0.013144147784086844
sub-pl012,73,0.01552428641350246
sub-pl012,74,0.0046468450089093664
sub-pl012,75,0.0050827926784909536
sub-pl012,76,0.007204141864329366
sub-pl012,77,0.013500231170997797
sub-pl012,78,0.016942848728725878
sub-pl012,79,0.0005989000104877529
sub-pl012,80,0.001337238341513596
sub-pl012,81,0.008196565628571541
sub-pl012,82,0.007882076041336302
sub-pl012,83,0.013823112983021246
sub-pl012,84,0.0011331832288960552
sub-pl012,85,0.0016975941713316984
sub-pl012,86,0.010767245747553078
sub-pl012,87,0.010510670404365936
sub-pl012,88,0.0005645084516598129
sub-pl012,89,0.0008164903974854054
sub-pl012,90,0.0003564224931966384
sub-pl012,91,0.0002207871888204938
