subject,subject,roi,centrality
sub-pl007,sub-pl007,0,0.8686392878414734
sub-pl007,sub-pl007,1,0.8535772674028137
sub-pl007,sub-pl007,2,0.8281757833106347
sub-pl007,sub-pl007,3,1.307447864871046
sub-pl007,sub-pl007,4,0.9681200767518129
sub-pl007,sub-pl007,5,1.194284623719139
sub-pl007,sub-pl007,6,0.8655321539265475
sub-pl007,sub-pl007,7,0.9931742227934298
sub-pl007,sub-pl007,8,0.765719980479178
sub-pl007,sub-pl007,9,0.7751269674046732
sub-pl007,sub-pl007,10,0.728326489867124
sub-pl007,sub-pl007,11,0.7733655042679329
sub-pl007,sub-pl007,12,1.0881043879542058
sub-pl007,sub-pl007,13,1.1475775350199806
sub-pl007,sub-pl007,14,0.9588123906337589
sub-pl007,sub-pl007,15,0.9545412762479042
sub-pl007,sub-pl007,16,0.7318256817871873
sub-pl007,sub-pl007,17,0.5881901055431729
sub-pl007,sub-pl007,18,0.9728995876856247
sub-pl007,sub-pl007,19,1.1894068794590518
sub-pl007,sub-pl007,20,0.7826518546697844
sub-pl007,sub-pl007,21,0.8475670966638309
sub-pl007,sub-pl007,22,0.8350569579810685
sub-pl007,sub-pl007,23,0.6554667006496212
sub-pl007,sub-pl007,24,0.5873139452376895
sub-pl007,sub-pl007,25,0.644067829360308
sub-pl007,sub-pl007,26,1.0555593425252787
sub-pl007,sub-pl007,27,1.27434585740114
sub-pl007,sub-pl007,28,0.6557181060859785
sub-pl007,sub-pl007,29,0.6707447418744608
sub-pl007,sub-pl007,30,0.7115741802671479
sub-pl007,sub-pl007,31,0.7542148138013711
sub-pl007,sub-pl007,32,0.8277299738075038
sub-pl007,sub-pl007,33,0.7980244424310234
sub-pl007,sub-pl007,34,1.0491966784792794
sub-pl007,sub-pl007,35,1.3615598184029902
sub-pl007,sub-pl007,36,0.584841340393549
sub-pl007,sub-pl007,37,0.5983591298307184
sub-pl007,sub-pl007,38,0.7785513747135528
sub-pl007,sub-pl007,39,0.9193836221434295
sub-pl007,sub-pl007,40,0.9832378790906907
sub-pl007,sub-pl007,41,1.0457462723188449
sub-pl007,sub-pl007,42,1.286855514616568
sub-pl007,sub-pl007,43,1.1448072997465693
sub-pl007,sub-pl007,44,0.7563246363928521
sub-pl007,sub-pl007,45,1.0158987956458265
sub-pl007,sub-pl007,46,1.2124706353927344
sub-pl007,sub-pl007,47,0.9557219936965016
sub-pl007,sub-pl007,48,0.9348305425693624
sub-pl007,sub-pl007,49,1.0479282434780213
sub-pl007,sub-pl007,50,1.1901600313940797
sub-pl007,sub-pl007,51,1.0020422426273166
sub-pl007,sub-pl007,52,1.0670737634113887
sub-pl007,sub-pl007,53,0.8834344171351564
sub-pl007,sub-pl007,54,0.9823368957339332
sub-pl007,sub-pl007,55,0.7413492563618567
sub-pl007,sub-pl007,56,0.9145496486508891
sub-pl007,sub-pl007,57,0.9374551837418905
sub-pl007,sub-pl007,58,1.3245978792181095
sub-pl007,sub-pl007,59,1.3899599835632754
sub-pl007,sub-pl007,60,1.0265761923158816
sub-pl007,sub-pl007,61,0.8772330659143441
sub-pl007,sub-pl007,62,0.7055659565475992
sub-pl007,sub-pl007,63,0.7196101676078978
sub-pl007,sub-pl007,64,1.8335194229644156
sub-pl007,sub-pl007,65,1.1471428217904562
sub-pl007,sub-pl007,66,1.2327466235531588
sub-pl007,sub-pl007,67,1.2640403030496599
sub-pl007,sub-pl007,68,1.0116206613054826
sub-pl007,sub-pl007,69,1.0507264934196547
sub-pl007,sub-pl007,70,1.3902239114926216
sub-pl007,sub-pl007,71,1.6198073245864624
sub-pl007,sub-pl007,72,1.1703838619585751
sub-pl007,sub-pl007,73,1.6026381133704015
sub-pl007,sub-pl007,74,1.1063666407371213
sub-pl007,sub-pl007,75,1.7748796362487729
sub-pl007,sub-pl007,76,1.0821097643194946
sub-pl007,sub-pl007,77,1.0233252869966145
sub-pl007,sub-pl007,78,0.9892864350505244
sub-pl007,sub-pl007,79,1.2872692412285671
sub-pl007,sub-pl007,80,0.7947212027885143
sub-pl007,sub-pl007,81,1.0094577273408922
sub-pl007,sub-pl007,82,0.8057369107136797
sub-pl007,sub-pl007,83,0.701155666241483
sub-pl007,sub-pl007,84,1.0455277032818562
sub-pl007,sub-pl007,85,1.132921911329208
sub-pl007,sub-pl007,86,0.7683449843564185
sub-pl007,sub-pl007,87,1.2409745832171604
sub-pl007,sub-pl007,88,1.3321688976550918
sub-pl007,sub-pl007,89,1.6580183449713364
sub-pl007,sub-pl007,90,1.020593020694752
sub-pl007,sub-pl007,91,0.30491675236988386
sub-pl007,sub-pl007,92,0.6057806791952494
sub-pl007,sub-pl007,93,1.0573451154151183
sub-pl007,sub-pl007,94,0.6526812615012297
sub-pl007,sub-pl007,95,0.4696573410456985
sub-pl007,sub-pl007,96,0.8203037957776415
sub-pl007,sub-pl007,97,1.3492199594566419
sub-pl007,sub-pl007,98,0.8989561106251336
sub-pl007,sub-pl007,99,0.7231284945530002
sub-pl007,sub-pl007,100,0.992738330331109
sub-pl007,sub-pl007,101,0.9330784471243425
sub-pl007,sub-pl007,102,0.827600278300175
sub-pl007,sub-pl007,103,0.8959357973381464
sub-pl007,sub-pl007,104,1.3705575026997718
sub-pl007,sub-pl007,105,1.8203048891888483
sub-pl007,sub-pl007,106,0.8804802252351046
sub-pl007,sub-pl007,107,0.957853197588549
sub-pl007,sub-pl007,108,0.5800061547328603
sub-pl007,sub-pl007,109,1.3509400329227261
sub-pl007,sub-pl007,110,0.9833971659030446
sub-pl007,sub-pl007,111,0.7047627624837098
sub-pl007,sub-pl007,112,0.6950705622994227
sub-pl007,sub-pl007,113,0.79437112554063
sub-pl007,sub-pl007,114,0.9161264997790343
sub-pl007,sub-pl007,115,0.0
sub-pl007,sub-pl007,116,0.0
sub-pl007,sub-pl007,117,0.0
sub-pl007,sub-pl007,118,0.8013826973368376
sub-pl007,sub-pl007,119,0.7438545773162091
sub-pl007,sub-pl007,120,1.3200519153295593
sub-pl007,sub-pl007,121,1.939613660393665
sub-pl007,sub-pl007,122,1.2574903847068548
sub-pl007,sub-pl007,123,1.4836342768907484
sub-pl007,sub-pl007,124,0.7744050646421394
sub-pl007,sub-pl007,125,0.8036574560607953
sub-pl007,sub-pl007,126,1.0204803180036477
sub-pl007,sub-pl007,127,0.6775680632047617
sub-pl007,sub-pl007,128,1.1925639461944548
sub-pl007,sub-pl007,129,1.6740596719790521
sub-pl007,sub-pl007,130,0.6821246954186028
sub-pl007,sub-pl007,131,0.8809455069309813
sub-pl007,sub-pl007,132,1.0722750401792955
sub-pl007,sub-pl007,133,1.1727814775850132
sub-pl007,sub-pl007,134,1.0228544952623575
sub-pl007,sub-pl007,135,0.6798566291970801
sub-pl007,sub-pl007,136,0.8157342961080527
sub-pl007,sub-pl007,137,0.6025957466912361
sub-pl007,sub-pl007,138,1.459908903525037
sub-pl007,sub-pl007,139,0.9376624581810835
sub-pl007,sub-pl007,140,0.635123087703991
sub-pl007,sub-pl007,141,0.47524733949091424
sub-pl007,sub-pl007,142,0.5922800346703829
sub-pl007,sub-pl007,143,0.7972564105402424
sub-pl007,sub-pl007,144,0.5863116292723565
sub-pl007,sub-pl007,145,0.6941555031389164
sub-pl007,sub-pl007,146,1.0513545234194623
sub-pl007,sub-pl007,147,0.8220076313348937
sub-pl007,sub-pl007,148,0.7679203016024031
sub-pl007,sub-pl007,149,1.0293139456535216
sub-pl007,sub-pl007,150,0.6369814599320682
sub-pl007,sub-pl007,151,0.6458225816449029
sub-pl007,sub-pl007,152,1.5845190357920134
sub-pl007,sub-pl007,153,1.4512546929637242
sub-pl007,sub-pl007,154,1.367351173011549
