subject,roi,centrality
sub-pl002,0,0.06301250020636559
sub-pl002,1,0.09701368820928347
sub-pl002,2,0.05343530226100471
sub-pl002,3,0.024727536782184006
sub-pl002,4,0.0685449894623066
sub-pl002,5,0.05587844742426424
sub-pl002,6,0.04825917301912421
sub-pl002,7,0.03551205959452972
sub-pl002,8,0.058436865129362636
sub-pl002,9,0.0846204043816798
sub-pl002,10,0.04125404397693287
sub-pl002,11,0.0797829839975934
sub-pl002,12,0.04682440079022392
sub-pl002,13,0.036510585626840585
sub-pl002,14,0.03378036313284644
sub-pl002,15,0.028616133995305094
sub-pl002,16,0.017647104828323188
sub-pl002,17,0.007738027995181149
sub-pl002,18,0.03956450866751521
sub-pl002,19,0.03726730844656911
sub-pl002,20,0.02728766055473078
sub-pl002,21,0.048430591597402234
sub-pl002,22,0.03736675896825086
sub-pl002,23,0.025566260580360902
sub-pl002,24,0.033601482261836686
sub-pl002,25,0.022290326010773992
sub-pl002,26,0.042685425746160785
sub-pl002,27,0.04203590076419715
sub-pl002,28,0.005143703662293549
sub-pl002,29,0.0069664996972754875
sub-pl002,30,0.005881244254859286
sub-pl002,31,0.0032168821323546536
sub-pl002,32,0.006016446341969048
sub-pl002,33,0.014381455473101233
sub-pl002,34,0.010336840751743518
sub-pl002,35,0.0170211632479765
sub-pl002,36,0.01959717768724643
sub-pl002,37,0.03560751286276723
sub-pl002,38,0.014390147044999085
sub-pl002,39,0.006767094957650936
sub-pl002,40,0.02754422890428803
sub-pl002,41,0.021648422066284558
sub-pl002,42,0.01325577754520782
sub-pl002,43,0.02704462309692798
sub-pl002,44,0.04437878013927445
sub-pl002,45,0.04602444179118151
sub-pl002,46,0.036769267064925934
sub-pl002,47,0.02295521608206982
sub-pl002,48,0.09947141335302846
sub-pl002,49,0.025170815182969094
sub-pl002,50,0.029729710663677602
sub-pl002,51,0.02280557076034705
sub-pl002,52,0.02262229589712945
sub-pl002,53,0.011531961330189387
sub-pl002,54,0.05105575867563047
sub-pl002,55,0.06435057342958019
sub-pl002,56,0.08461426619388816
sub-pl002,57,0.053465112813325374
sub-pl002,58,0.0871976185738148
sub-pl002,59,0.08793653708557335
sub-pl002,60,0.023555822332723582
sub-pl002,61,0.023520372098957385
sub-pl002,62,0.019668677112755984
sub-pl002,63,0.014855211285643759
sub-pl002,64,0.015835975964400752
sub-pl002,65,0.03632778983805979
sub-pl002,66,0.02833001747354912
sub-pl002,67,0.05920934037468032
sub-pl002,68,0.018535381231915907
sub-pl002,69,0.00612095220692807
sub-pl002,70,0.01179724522823402
sub-pl002,71,0.0035857202803760957
sub-pl002,72,0.028272261064329132
sub-pl002,73,0.019160633712612857
sub-pl002,74,0.00632658373422577
sub-pl002,75,0.009545118208019248
sub-pl002,76,0.004105448782604004
sub-pl002,77,0.013621328568812945
sub-pl002,78,0.028741231851140865
